player_name,class,season,position,height,g,fg_made,fg_attempts,fg_percent,3pt_made,3pt_attempts,3pt_percent,freethrows_made,freethrows_attempts,freethrows_percent,rebounds_num,rebounds_avg,assists_num,assists_avg,blocks_num,blocks_avg,steals_num,steals_avg,points_num,points_avg,turnovers,dd,td,player_id,year,school_id
"Crumly, Jonny",So.,2017-18,G,79,20,17,39,0.436,11,30,0.367,4,11,0.364,37,1.850,7,0.350,4,0.200,4,0.200,49,2.450,7,1,0,1858630,2018,652
"Heitzenrater, Andrew",Jr.,2017-18,G,75,1,3,8,0.375,3,7,0.429,0,0,,3,3.000,2,2.000,0,,1,1.000,9,9.000,1,0,0,1858632,2018,652
"Holloway, Jack",Fr.,2017-18,C,79,13,10,18,0.556,0,0,,1,2,0.500,23,1.769,3,0.231,3,0.231,2,0.154,21,1.615,9,0,0,1963845,2018,652
"Howell, Taylor",Sr.,2017-18,G,70,23,10,23,0.435,6,17,0.353,5,10,0.500,27,1.174,21,0.913,0,,11,0.478,31,1.348,13,0,0,1637399,2018,652
"Johnson, David",Jr.,2017-18,G,71,6,2,3,0.667,0,0,,4,5,0.800,5,0.833,3,0.500,0,,0,,8,1.333,5,0,0,1758597,2018,652
"Knox, Joey",Fr.,2017-18,F,76,13,6,14,0.429,0,4,0.000,0,2,0.000,11,0.846,0,,0,,2,0.154,12,0.923,8,0,0,1963829,2018,652
"Kraus, Hayden",Fr.,2017-18,G,71,2,0,0,,0,0,,0,0,,2,1.000,0,,0,,0,,0,,1,0,0,1963816,2018,652
"Lee, Matt",Jr.,2017-18,G,77,25,61,166,0.367,22,92,0.239,21,28,0.750,104,4.160,24,0.960,20,0.800,4,0.160,165,6.600,56,0,0,1746455,2018,652
"McDonough, Sean",Fr.,2017-18,F,76,23,40,110,0.364,27,88,0.307,5,8,0.625,31,1.348,24,1.043,1,0.043,4,0.174,112,4.870,8,0,0,1963828,2018,652
"Norton, Hank",So.,2017-18,G,72,5,0,0,,0,0,,1,2,0.500,1,0.200,0,,0,,0,,1,0.200,1,0,0,1861523,2018,652
"Smith, Luke",Fr.,2017-18,G,72,25,136,318,0.428,58,157,0.369,51,66,0.773,112,4.480,105,4.200,4,0.160,31,1.240,381,15.240,58,1,0,1963826,2018,652
"Spencer, J.C.",Jr.,2017-18,G,75,4,1,3,0.333,0,1,0.000,1,2,0.500,2,0.500,0,,0,,0,,3,0.750,1,0,0,1858629,2018,652
"Thomas, Adrian",So.,2017-18,G,74,25,186,326,0.571,4,15,0.267,85,114,0.746,240,9.600,43,1.720,9,0.360,28,1.120,461,18.440,78,9,0,1858624,2018,652
"Augustin, Aaron",So.,2017-18,G,71,34,43,107,0.402,18,49,0.367,34,54,0.630,68,2.000,111,3.265,3,0.088,52,1.529,138,4.059,54,0,0,1844917,2018,676
"Bain, Nathan",So.,2017-18,F,78,24,14,28,0.500,1,6,0.167,18,26,0.692,18,0.750,7,0.292,6,0.250,13,0.542,47,1.958,11,0,0,1731497,2018,676
"Bogues, Shannon",Jr.,2017-18,G,74,35,201,398,0.505,44,125,0.352,93,117,0.795,85,2.429,48,1.371,6,0.171,46,1.314,539,15.400,49,0,0,1951599,2018,676
"Canete, Ivan",Sr.,2017-18,G,76,33,104,234,0.444,49,118,0.415,60,77,0.779,96,2.909,97,2.939,7,0.212,53,1.606,317,9.606,64,0,0,1844922,2018,676
"Charles, Ty",Sr.,2017-18,G,77,29,84,199,0.422,22,69,0.319,37,54,0.685,133,4.586,49,1.690,7,0.241,32,1.103,227,7.828,41,0,0,1626803,2018,676
"Comeaux, John",So.,2017-18,G,71,35,56,120,0.467,5,28,0.179,31,51,0.608,68,1.943,54,1.543,2,0.057,43,1.229,148,4.229,29,0,0,1951600,2018,676
"Fisher, Stefon",Fr.,2017-18,F,81,11,11,19,0.579,0,0,0.000,6,10,0.600,13,1.182,4,0.364,2,0.182,1,0.091,28,2.545,7,0,0,1800611,2018,676
"Gilmore III, Leon",Sr.,2017-18,F,79,35,117,228,0.513,8,31,0.258,77,119,0.647,175,5.000,46,1.314,16,0.457,35,1.000,319,9.114,59,4,0,1844919,2018,676
"Grujic, Jovan",Jr.,2017-18,C,84,23,13,30,0.433,0,2,0.000,6,11,0.545,24,1.043,1,0.043,1,0.043,2,0.087,32,1.391,19,0,0,1731500,2018,676
"Harris, Kevon",So.,2017-18,G,78,33,159,331,0.480,58,136,0.426,104,153,0.680,182,5.515,43,1.303,7,0.212,34,1.030,480,14.545,60,4,0,1844918,2018,676
"Holyfield, TJ",Jr.,2017-18,F,80,35,167,305,0.548,28,68,0.412,89,119,0.748,223,6.371,30,0.857,44,1.257,40,1.143,451,12.886,95,4,0,1731496,2018,676
"Nieminen, Samuli",So.,2017-18,F,79,35,31,60,0.517,9,19,0.474,22,28,0.786,53,1.514,8,0.229,5,0.143,9,0.257,93,2.657,39,0,0,1844924,2018,676
"Brown, Lamous",---,2017-18,,,20,26,52,0.500,0,0,,19,36,0.528,42,2.100,7,0.350,15,0.750,8,0.400,71,3.550,18,0,0,1974326,2018,636
"Golden, Sr., Cameron",Sr.,2017-18,G,,29,73,174,0.420,28,73,0.384,41,54,0.759,84,2.897,99,3.414,2,0.069,57,1.966,215,7.414,51,0,0,1967270,2018,636
"Goodman, Savon",Sr.,2017-18,F,,29,200,350,0.571,2,10,0.200,119,182,0.654,279,9.621,44,1.517,14,0.483,39,1.345,521,17.966,102,13,0,1967272,2018,636
"Goosby, Reggie",Sr.,2017-18,C,81,25,12,23,0.522,1,1,1.000,3,3,1.000,21,0.840,3,0.120,5,0.200,3,0.120,28,1.120,11,0,0,1846001,2018,636
"Hall, Hari",So.,2017-18,F,,4,11,19,0.579,1,5,0.200,1,4,0.250,15,3.750,3,0.750,2,0.500,1,0.250,24,6.000,4,0,0,1967200,2018,636
"Hart, Lewis",---,2017-18,,,4,0,0,,0,0,,0,0,,4,1.000,0,,0,,0,,0,,1,0,0,1971494,2018,636
"Irvin, Cameren",---,2017-18,,,15,2,23,0.087,1,17,0.059,1,2,0.500,8,0.533,3,0.200,0,,3,0.200,6,0.400,2,0,0,1967271,2018,636
"Kelsie, Davaughan",So.,2017-18,G,72,28,121,284,0.426,110,261,0.421,30,38,0.789,35,1.250,22,0.786,1,0.036,34,1.214,382,13.643,27,0,0,1846000,2018,636
"Myers, Krishaun",---,2017-18,,,21,78,203,0.384,23,84,0.274,89,110,0.809,48,2.286,16,0.762,2,0.095,17,0.810,268,12.762,23,0,0,1973325,2018,636
"Owens, Alex",---,2017-18,,,21,23,42,0.548,0,3,0.000,12,22,0.545,72,3.429,20,0.952,9,0.429,1,0.048,58,2.762,33,0,0,1972066,2018,636
"Shout, Richard",Fr.,2017-18,G,,6,1,3,0.333,0,2,0.000,0,0,,1,0.167,0,,0,,1,0.167,2,0.333,1,0,0,1969661,2018,636
"Stephens-Bell, Deangelo",Sr.,2017-18,G,74,29,206,393,0.524,7,40,0.175,125,177,0.706,174,6.000,144,4.966,2,0.069,55,1.897,544,18.759,96,3,0,1845998,2018,636
"Williams, Brandon",Sr.,2017-18,,,4,0,2,0.000,0,0,,0,1,0.000,4,1.000,2,0.500,0,,0,,0,,0,0,0,1863102,2018,636
"Williams, Khaliq",Sr.,2017-18,G,76,28,49,105,0.467,4,23,0.174,44,61,0.721,91,3.250,38,1.357,6,0.214,25,0.893,146,5.214,43,0,0,1845996,2018,636
"Williams, Rahim",Sr.,2017-18,G,,18,17,45,0.378,5,15,0.333,13,16,0.813,33,1.833,13,0.722,3,0.167,4,0.222,52,2.889,16,0,0,1967273,2018,636
"Burley, Gary",So.,2017-18,F,76,1,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,1968960,2018,637
"Cabbagestalk, AJ",So.,2017-18,G,72,15,11,28,0.393,0,0,,8,21,0.381,10,0.667,13,0.867,0,,2,0.133,30,2.000,16,0,0,1968984,2018,637
"Chaney, Christopher",Fr.,2017-18,G,76,26,116,220,0.527,14,32,0.438,62,104,0.596,207,7.962,19,0.731,5,0.192,19,0.731,308,11.846,53,7,0,1746389,2018,637
"Dabney, Alan",So.,2017-18,F,77,25,34,91,0.374,12,41,0.293,20,27,0.741,55,2.200,6,0.240,1,0.040,6,0.240,100,4.000,19,0,0,1861518,2018,637
"Gonzalez, Gustavo",So.,2017-18,F,79,11,4,11,0.364,1,2,0.500,0,2,0.000,4,0.364,0,,2,0.182,1,0.091,9,0.818,2,0,0,1968953,2018,637
"Hunter, Jordan",Sr.,2017-18,F,76,25,24,71,0.338,11,38,0.289,10,17,0.588,51,2.040,12,0.480,5,0.200,9,0.360,69,2.760,16,0,0,1635117,2018,637
"Jarrett, Jalyn",So.,2017-18,G,67,26,63,172,0.366,23,64,0.359,29,46,0.630,92,3.538,94,3.615,2,0.077,40,1.538,178,6.846,63,0,0,1860666,2018,637
"Mcdonald, Kwa",Sr.,2017-18,G,72,26,104,251,0.414,44,136,0.324,23,37,0.622,78,3.000,37,1.423,12,0.462,30,1.154,275,10.577,45,1,0,1858090,2018,637
"Meredith, Jonah",Sr.,2017-18,C,79,26,85,221,0.385,14,48,0.292,118,149,0.792,136,5.231,63,2.423,5,0.192,29,1.115,302,11.615,68,1,0,1858089,2018,637
"Meredith, Christian",So.,2017-18,G,76,26,50,119,0.420,29,73,0.397,20,26,0.769,93,3.577,5,0.192,7,0.269,14,0.538,149,5.731,26,0,0,1968979,2018,637
"Myers, Seth",Sr.,2017-18,F,78,22,15,32,0.469,0,4,0.000,19,22,0.864,24,1.091,1,0.045,3,0.136,4,0.182,49,2.227,6,0,0,1861520,2018,637
"Oates, Chris",So.,2017-18,G,75,11,1,6,0.167,1,5,0.200,0,0,,3,0.273,1,0.091,1,0.091,2,0.182,3,0.273,5,0,0,1746296,2018,637
"Patterson, Aaron",Sr.,2017-18,G,69,19,69,182,0.379,37,109,0.339,20,29,0.690,39,2.053,34,1.789,2,0.105,14,0.737,195,10.263,26,0,0,1520879,2018,637
"Perry, Derrick",Sr.,2017-18,C,80,22,50,123,0.407,1,2,0.500,5,13,0.385,95,4.318,11,0.500,37,1.682,2,0.091,106,4.818,19,0,0,1858091,2018,637
"Steward, Dominic",Sr.,2017-18,G,75,25,45,109,0.413,25,61,0.410,11,19,0.579,31,1.240,11,0.440,1,0.040,8,0.320,126,5.040,13,0,0,1635115,2018,637
"White, Avery",Fr.,2017-18,G,72,22,18,53,0.340,4,17,0.235,13,23,0.565,39,1.773,6,0.273,1,0.045,8,0.364,53,2.409,17,0,0,1968968,2018,637
"Young, Jabari",So.,2017-18,G,73,5,1,5,0.200,0,2,0.000,1,2,0.500,5,1.000,2,0.400,0,,0,,3,0.600,1,0,0,1747636,2018,637
"Burgess, Winston",Jr.,2017-18,F,78,29,120,166,0.723,0,0,,76,110,0.691,192,6.621,13,0.448,16,0.552,10,0.345,316,10.897,35,4,0,1737307,2018,10870
"Carr, AJ",Sr.,2017-18,C,78,29,181,378,0.479,48,132,0.364,52,72,0.722,248,8.552,79,2.724,10,0.345,28,0.966,462,15.931,48,13,0,1622825,2018,10870
"Cogan, Zane",Fr.,2017-18,G,71,5,1,2,0.500,1,2,0.500,1,2,0.500,2,0.400,0,,0,,0,,4,0.800,3,0,0,1963677,2018,10870
"Daggett, Kyle",Fr.,2017-18,F,78,11,3,7,0.429,1,1,1.000,0,1,0.000,6,0.545,1,0.091,0,,0,,7,0.636,1,0,0,1963676,2018,10870
"Davis, Steffen",Sr.,2017-18,G,72,29,124,301,0.412,90,235,0.383,47,56,0.839,94,3.241,54,1.862,4,0.138,32,1.103,385,13.276,30,0,0,1622822,2018,10870
"Lang, Thomas",So.,2017-18,G,72,29,144,308,0.468,75,176,0.426,70,78,0.897,76,2.621,116,4.000,6,0.207,38,1.310,433,14.931,69,1,0,1856354,2018,10870
"McAboy, Chris",Fr.,2017-18,F,77,5,0,4,0.000,0,4,0.000,0,0,,2,0.400,0,,0,,0,,0,,0,0,0,1963681,2018,10870
"McKnight, Derek",Jr.,2017-18,G,73,29,76,193,0.394,23,81,0.284,73,90,0.811,68,2.345,80,2.759,2,0.069,24,0.828,248,8.552,31,0,0,1963663,2018,10870
"McTavish, Gavin",Sr.,2017-18,F,78,29,77,157,0.490,33,77,0.429,15,19,0.789,127,4.379,25,0.862,8,0.276,10,0.345,202,6.966,16,0,0,1622826,2018,10870
"Smith, Devin",Sr.,2017-18,G,75,29,53,114,0.465,3,11,0.273,40,59,0.678,52,1.793,32,1.103,0,,8,0.276,149,5.138,37,0,0,1856357,2018,10870
"Stephens, Cam",Fr.,2017-18,G,76,23,29,63,0.460,13,39,0.333,13,24,0.542,31,1.348,36,1.565,0,,8,0.348,84,3.652,14,0,0,1963661,2018,10870
"Biss, Jake",Fr.,2017-18,G,74,33,46,80,0.575,16,35,0.457,9,18,0.500,40,1.212,32,0.970,0,,16,0.485,117,3.545,26,0,0,1965246,2018,638
"Carter, Daylon",So.,2017-18,G,75,13,6,18,0.333,2,11,0.182,1,3,0.333,6,0.462,2,0.154,0,,2,0.154,15,1.154,3,0,0,1855905,2018,638
"Castello, John",So.,2017-18,F,76,33,154,283,0.544,35,104,0.337,47,57,0.825,262,7.939,23,0.697,11,0.333,19,0.576,390,11.818,31,9,0,1855907,2018,638
"Conner, Clay",Sr.,2017-18,G,71,33,80,187,0.428,49,128,0.383,68,82,0.829,60,1.818,151,4.576,0,,23,0.697,277,8.394,60,0,0,1624508,2018,638
"Council, Na'Quan",So.,2017-18,G,72,25,32,89,0.360,15,46,0.326,11,20,0.550,46,1.840,23,0.920,1,0.040,12,0.480,90,3.600,21,0,0,1844787,2018,638
"Ford, Derek",Fr.,2017-18,G,77,7,2,6,0.333,0,3,0.000,1,2,0.500,8,1.143,2,0.286,0,,1,0.143,5,0.714,1,0,0,1855906,2018,638
"Gardner, Ja'Tear",Fr.,2017-18,F,76,8,2,6,0.333,0,0,,0,0,,1,0.125,0,,0,,0,,4,0.500,3,0,0,1965267,2018,638
"Kellem, Antonio",Jr.,2017-18,G,72,33,127,293,0.433,63,173,0.364,47,56,0.839,107,3.242,72,2.182,7,0.212,17,0.515,364,11.030,44,0,0,1741679,2018,638
"Marshall, Joe",Jr.,2017-18,F,76,24,18,38,0.474,0,0,,10,12,0.833,28,1.167,0,,0,,4,0.167,46,1.917,9,0,0,1855902,2018,638
"McCarthur, Justin",Sr.,2017-18,G,72,32,153,353,0.433,97,226,0.429,140,168,0.833,70,2.188,118,3.688,3,0.094,23,0.719,543,16.969,70,0,0,1624505,2018,638
"Nicholas, Broguen",So.,2017-18,G,70,12,1,6,0.167,1,5,0.200,2,2,1.000,4,0.333,7,0.583,0,,1,0.083,5,0.417,7,0,0,1855908,2018,638
"Sleva, Dustin",Sr.,2017-18,F,79,33,249,490,0.508,58,155,0.374,150,182,0.824,356,10.788,98,2.970,40,1.212,30,0.909,706,21.394,94,22,0,1624507,2018,638
"Span, Manny",Jr.,2017-18,F,77,31,27,48,0.563,0,0,,8,10,0.800,72,2.323,8,0.258,0,,7,0.226,62,2.000,17,0,0,1624510,2018,638
"Talley, Lamar",So.,2017-18,F,77,29,15,41,0.366,9,34,0.265,1,2,0.500,33,1.138,8,0.276,3,0.103,4,0.138,40,1.379,3,0,0,1855904,2018,638
"Bobbit, Joseph",Jr.,2017-18,C,82,14,16,43,0.372,2,8,0.250,9,18,0.500,42,3.000,19,1.357,8,0.571,1,0.071,43,3.071,14,0,0,1519421,2018,30151
"Burnett, Josh",Jr.,2017-18,F,,28,155,353,0.439,39,126,0.310,81,113,0.717,174,6.214,67,2.393,17,0.607,53,1.893,430,15.357,81,5,0,1967141,2018,30151
"Major, Tayvaughn",Jr.,2017-18,G,,28,117,245,0.478,27,76,0.355,108,145,0.745,130,4.643,71,2.536,3,0.107,32,1.143,369,13.179,69,0,0,1967171,2018,30151
"Mason, Jonathan",Sr.,2017-18,G,,27,69,165,0.418,44,128,0.344,8,14,0.571,79,2.926,33,1.222,3,0.111,20,0.741,190,7.037,31,1,0,1967169,2018,30151
"Newman, Jacob",Fr.,2017-18,,,28,60,159,0.377,18,59,0.305,24,38,0.632,51,1.821,22,0.786,8,0.286,9,0.321,162,5.786,24,0,0,1967168,2018,30151
"Potter, Amonte",Sr.,2017-18,G,72,28,178,445,0.400,63,214,0.294,105,151,0.695,91,3.250,41,1.464,5,0.179,40,1.429,524,18.714,50,0,0,1737107,2018,30151
"Russell, Joe",Fr.,2017-18,G,,25,44,105,0.419,7,30,0.233,16,20,0.800,63,2.520,38,1.520,1,0.040,20,0.800,111,4.440,24,0,0,1967167,2018,30151
"Thomas, Drew",Fr.,2017-18,,,28,63,180,0.350,33,110,0.300,18,22,0.818,88,3.143,38,1.357,4,0.143,27,0.964,177,6.321,37,0,0,1967142,2018,30151
"Bentley, Christian",Fr.,2017-18,G,74,29,20,43,0.465,7,14,0.500,15,23,0.652,42,1.448,16,0.552,1,0.034,10,0.345,62,2.138,16,0,0,1953762,2018,639
"Camper, Manny",Fr.,2017-18,G,79,16,10,17,0.588,1,2,0.500,11,18,0.611,19,1.188,2,0.125,2,0.125,5,0.313,32,2.000,5,0,0,1953759,2018,639
"Clareth, Nico",Jr.,2017-18,G,77,15,71,189,0.376,33,89,0.371,52,60,0.867,51,3.400,27,1.800,7,0.467,12,0.800,227,15.133,45,0,0,1733098,2018,639
"Degnan, Kevin",Jr.,2017-18,F,81,18,11,33,0.333,2,8,0.250,2,2,1.000,20,1.111,4,0.222,1,0.056,1,0.056,26,1.444,7,0,0,1844983,2018,639
"Diamond, Ben",So.,2017-18,G,71,5,1,1,1.000,1,1,1.000,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,0.600,1,0,0,1953776,2018,639
"Fisher, Evan",Jr.,2017-18,F,81,32,89,205,0.434,27,71,0.380,46,62,0.742,157,4.906,26,0.813,23,0.719,12,0.375,251,7.844,52,0,0,1733099,2018,639
"Friday IV, Sammy",So.,2017-18,F,81,25,22,51,0.431,0,0,0.000,19,31,0.613,60,2.400,2,0.080,6,0.240,3,0.120,63,2.520,12,1,0,1844992,2018,639
"Horn, Jordan",Fr.,2017-18,G,74,30,78,206,0.379,48,137,0.350,34,43,0.791,71,2.367,31,1.033,4,0.133,17,0.567,238,7.933,34,0,0,1953761,2018,639
"Huerter, Thomas",So.,2017-18,F,79,26,31,65,0.477,10,28,0.357,8,17,0.471,77,2.962,30,1.154,18,0.692,7,0.269,80,3.077,25,0,0,1845009,2018,639
"Morastoni, Paulo",Jr.,2017-18,,75,4,0,0,0.000,0,0,0.000,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0,0,1990265,2018,639
"Oduro, Prince",Fr.,2017-18,F,80,31,121,250,0.484,0,0,0.000,41,123,0.333,157,5.065,23,0.742,21,0.677,7,0.226,283,9.129,66,1,0,1953754,2018,639
"Penn, Roman",Fr.,2017-18,G,72,23,67,164,0.409,24,71,0.338,65,78,0.833,112,4.870,69,3.000,5,0.217,29,1.261,223,9.696,45,1,0,1953777,2018,639
"Richard, Khalil",So.,2017-18,G,72,29,98,225,0.436,32,73,0.438,40,50,0.800,64,2.207,41,1.414,1,0.034,13,0.448,268,9.241,48,0,0,1845025,2018,639
"Shivers, Ahsante",So.,2017-18,G,76,32,88,233,0.378,23,75,0.307,65,90,0.722,125,3.906,42,1.313,6,0.188,18,0.563,264,8.250,64,2,0,1845027,2018,639
"Smithen, Kadeem",Jr.,2017-18,G,75,29,45,108,0.417,12,31,0.387,44,55,0.800,102,3.517,42,1.448,9,0.310,19,0.655,146,5.034,24,0,0,1733102,2018,639
"Bakken, Bowen",Jr.,2017-18,G,73,10,10,27,0.370,7,17,0.412,5,7,0.714,16,1.600,2,0.200,0,,3,0.300,32,3.200,5,0,0,1738916,2018,30127
"Lewin, Tyrell",Jr.,2017-18,F,79,28,76,124,0.613,0,0,,17,33,0.515,142,5.071,18,0.643,8,0.286,31,1.107,169,6.036,26,0,0,1738913,2018,30127
"Mayo, Bongani",So.,2017-18,G,73,18,13,27,0.481,1,8,0.125,4,8,0.500,35,1.944,9,0.500,0,,9,0.500,31,1.722,13,0,0,1849226,2018,30127
"Muir-Keung, Jordan",Fr.,2017-18,G,73,28,53,124,0.427,21,50,0.420,20,26,0.769,73,2.607,81,2.893,4,0.143,29,1.036,147,5.250,37,0,0,1954335,2018,30127
"O'Brien, Matthew",Fr.,2017-18,F,82,8,13,24,0.542,2,5,0.400,0,2,0.000,19,2.375,2,0.250,0,,1,0.125,28,3.500,4,0,0,1954336,2018,30127
"Pankratz, JJ",Sr.,2017-18,G,78,23,105,253,0.415,20,78,0.256,33,53,0.623,132,5.739,33,1.435,27,1.174,20,0.870,263,11.435,38,2,0,1624533,2018,30127
"Provenzano, Michael",So.,2017-18,G,73,28,84,213,0.394,25,64,0.391,55,63,0.873,70,2.500,114,4.071,3,0.107,39,1.393,248,8.857,74,0,0,1849237,2018,30127
"Salam, Kedar",Sr.,2017-18,G,,28,212,434,0.488,53,128,0.414,93,126,0.738,120,4.286,49,1.750,5,0.179,38,1.357,570,20.357,71,0,0,1967585,2018,30127
"Sherman-Newsome, Iziah",Sr.,2017-18,G,76,20,82,182,0.451,23,59,0.390,19,31,0.613,110,5.500,11,0.550,20,1.000,13,0.650,206,10.300,28,4,0,1849227,2018,30127
"Spence, Othniel",So.,2017-18,G,73,28,95,253,0.375,50,136,0.368,27,33,0.818,70,2.500,50,1.786,8,0.286,35,1.250,267,9.536,43,0,0,1849224,2018,30127
"Vranjes, Aleks",So.,2017-18,F,79,27,18,30,0.600,0,0,,9,16,0.563,32,1.185,2,0.074,1,0.037,3,0.111,45,1.667,6,0,0,1849230,2018,30127
"Amsbaugh, Sam",Sr.,2017-18,F,77,25,167,332,0.503,16,57,0.281,144,186,0.774,186,7.440,101,4.040,21,0.840,19,0.760,494,19.760,62,6,0,1634451,2018,641
"Bacon, Jared",So.,2017-18,G,71,5,1,4,0.250,0,1,0.000,2,6,0.333,1,0.200,0,,0,,0,,4,0.800,0,0,0,1970073,2018,641
"Barbee, John",So.,2017-18,,,13,27,75,0.360,3,20,0.150,33,57,0.579,46,3.538,23,1.769,1,0.077,27,2.077,90,6.923,13,0,0,1975608,2018,641
"Filbert, Taylor",Jr.,2017-18,F,75,25,64,159,0.403,39,107,0.364,25,37,0.676,131,5.240,42,1.680,1,0.040,21,0.840,192,7.680,26,0,0,1970080,2018,641
"Good, Cayce",Jr.,2017-18,G,74,8,4,7,0.571,3,5,0.600,1,4,0.250,7,0.875,3,0.375,0,,0,,12,1.500,3,0,0,1749096,2018,641
"Hartung, Kam",Jr.,2017-18,G,74,3,0,0,,0,0,,1,2,0.500,0,,1,0.333,0,,0,,1,0.333,0,0,0,1970083,2018,641
"Hauser, Aaron",So.,2017-18,G,72,25,31,88,0.352,20,58,0.345,7,14,0.500,42,1.680,22,0.880,0,,9,0.360,89,3.560,17,0,0,1970075,2018,641
"Hinson, Alec",Fr.,2017-18,G,72,2,0,0,,0,0,,4,4,1.000,0,,0,,0,,0,,4,2.000,0,0,0,1970066,2018,641
"Janssen, Nick",So.,2017-18,G,70,24,6,28,0.214,5,17,0.294,2,4,0.500,8,0.333,4,0.167,0,,1,0.042,19,0.792,8,0,0,1860286,2018,641
"Rajewski, Ben",Jr.,2017-18,G,70,25,53,127,0.417,38,105,0.362,22,28,0.786,17,0.680,24,0.960,5,0.200,10,0.400,166,6.640,8,0,0,1746402,2018,641
"Reiter, Adam",So.,2017-18,C,81,22,18,38,0.474,0,0,,26,38,0.684,39,1.773,7,0.318,12,0.545,2,0.091,62,2.818,12,0,0,1863297,2018,641
"Riordan, Conor",So.,2017-18,G,72,25,185,355,0.521,49,146,0.336,66,78,0.846,116,4.640,83,3.320,4,0.160,31,1.240,485,19.400,29,2,0,1860287,2018,641
"Ritter, Caden",So.,2017-18,F,79,2,1,1,1.000,0,0,,0,0,,0,,0,,0,,0,,2,1.000,0,0,0,1970082,2018,641
"Stumbo, Tyler",Jr.,2017-18,F,76,25,85,169,0.503,12,38,0.316,73,84,0.869,100,4.000,49,1.960,4,0.160,15,0.600,255,10.200,50,0,0,1970078,2018,641
"Tatkenhorst, Kade",Fr.,2017-18,G,75,2,0,0,,0,0,,0,0,,1,0.500,0,,0,,0,,0,,1,0,0,1970084,2018,641
"Thoms, Kenton",So.,2017-18,F,80,8,6,11,0.545,0,2,0.000,0,2,0.000,14,1.750,0,,1,0.125,2,0.250,12,1.500,4,0,0,1860289,2018,641
"Wagner, Kyle",So.,2017-18,F,76,25,62,119,0.521,34,75,0.453,14,17,0.824,65,2.600,18,0.720,2,0.080,4,0.160,172,6.880,18,0,0,1970076,2018,641
"Aase, Tom",Sr.,2017-18,F,78,28,23,42,0.548,0,1,0.000,11,14,0.786,46,1.643,5,0.179,13,0.464,4,0.143,57,2.036,7,0,0,1520067,2018,30128
"Bertsch, Coltan",Fr.,2017-18,G,73,8,2,10,0.200,0,4,0.000,0,0,,3,0.375,1,0.125,0,,1,0.125,4,0.500,0,0,0,1963903,2018,30128
"Evans, Trevon",Jr.,2017-18,G,72,29,212,459,0.462,67,170,0.394,120,152,0.789,139,4.793,95,3.276,10,0.345,36,1.241,611,21.069,86,3,0,1963894,2018,30128
"Frick, Tanner",Fr.,2017-18,G,70,8,2,5,0.400,0,0,,2,2,1.000,6,0.750,6,0.750,0,,1,0.125,6,0.750,6,0,0,1852446,2018,30128
"Green, Devin",So.,2017-18,F,80,22,21,40,0.525,1,2,0.500,2,5,0.400,35,1.591,6,0.273,3,0.136,0,,45,2.045,7,0,0,1852445,2018,30128
"Grinde, Chase",Fr.,2017-18,G,76,3,4,4,1.000,2,2,1.000,0,1,0.000,6,2.000,2,0.667,0,,2,0.667,10,3.333,3,0,0,1963915,2018,30128
"Guebert, Drew",Jr.,2017-18,F,80,30,205,458,0.448,67,181,0.370,119,149,0.799,182,6.067,29,0.967,23,0.767,13,0.433,596,19.867,47,2,0,1747164,2018,30128
"Maschoff, Drew",Fr.,2017-18,G,76,29,56,138,0.406,29,82,0.354,30,41,0.732,65,2.241,63,2.172,3,0.103,19,0.655,171,5.897,46,1,0,1963908,2018,30128
"Odegaard, Jacoby",So.,2017-18,G,71,6,4,10,0.400,4,9,0.444,0,2,0.000,1,0.167,1,0.167,0,,0,,12,2.000,0,0,0,1747167,2018,30128
"Pal, Teathloach",Fr.,2017-18,F,80,30,56,106,0.528,5,17,0.294,27,53,0.509,170,5.667,28,0.933,22,0.733,19,0.633,144,4.800,24,3,0,1852440,2018,30128
"Rothermund, Aaron",Fr.,2017-18,G,74,30,69,150,0.460,38,90,0.422,15,21,0.714,50,1.667,30,1.000,1,0.033,13,0.433,191,6.367,17,0,0,1747168,2018,30128
"Slater, Austin",Fr.,2017-18,F,80,30,36,74,0.486,4,14,0.286,34,50,0.680,125,4.167,28,0.933,16,0.533,10,0.333,110,3.667,23,1,0,1852444,2018,30128
"Taylor, Justin",Jr.,2017-18,G,77,29,37,89,0.416,4,18,0.222,21,26,0.808,63,2.172,10,0.345,19,0.655,7,0.241,99,3.414,16,0,0,1852441,2018,30128
"Teichmeier, Tristan",So.,2017-18,F,78,22,7,17,0.412,0,3,0.000,7,9,0.778,21,0.955,6,0.273,0,,2,0.091,21,0.955,5,0,0,1852442,2018,30128
"Walton, Jerrod",Sr.,2017-18,G,77,9,40,95,0.421,6,20,0.300,41,49,0.837,45,5.000,25,2.778,6,0.667,10,1.111,127,14.111,22,0,0,1963891,2018,30128
"Wessels, Zach",Sr.,2017-18,G,75,30,71,135,0.526,0,4,0.000,38,68,0.559,95,3.167,64,2.133,4,0.133,25,0.833,180,6.000,32,0,0,1634948,2018,30128
